10000,Billy,Smith,220022,QB,176,579,28996
10001,Billy,Perez,220022,RB,718,593,10060
10002,Dave,Perez,440044,QB,979,880,42481
10003,Mike,Jameson,550055,QB,187,469,61504
10004,Dave,Smith,550055,RB,223,937,63060
10005,Jimmy,Nunez,550055,RB,763,11,18423
10006,Mike,Smith,440044,WR,6,85,18796
10007,Mike,Smith,220022,WR,171,274,19740
10008,Dave,Jones,220022,WR,810,354,37297
10009,Billy,Perez,110011,QB,314,115,33395
10010,Billy,Jameson,440044,RB,808,530,68948
10011,Bob,Perez,330033,RB,717,909,17738
10012,Billy,Perez,220022,QB,74,807,41435
10013,Bob,Perez,220022,WR,486,289,17951
10014,Billy,Jones,550055,QB,90,500,56147
10015,Bob,Smith,550055,RB,458,994,29987
10016,Bob,Nunez,110011,QB,649,353,52334
10017,Bob,Jones,220022,QB,614,96,10566
10018,Bob,Perez,220022,RB,573,261,45536
10019,Mike,Jones,110011,WR,300,634,34576
10020,Bob,Jones,220022,QB,811,254,14084
10021,Jimmy,Smith,550055,QB,96,587,63550
10022,Jimmy,Jameson,330033,WR,403,337,39440
10023,Jimmy,Smith,550055,WR,603,922,67532
10024,Dave,Nunez,550055,RB,715,546,52029
10025,Mike,Jameson,220022,RB,49,711,43367
10026,Mike,Jameson,110011,RB,747,537,30156
10027,Jimmy,Jameson,330033,WR,473,197,65221
10028,Dave,Perez,330033,WR,241,170,23108
10029,Billy,Jones,550055,WR,531,850,16900
10030,Jimmy,Nunez,220022,WR,843,315,34684
10031,Billy,Perez,110011,RB,511,345,53335
10032,Dave,Perez,330033,QB,709,167,35974
10033,Dave,Jones,110011,RB,358,801,52463
10034,Jimmy,Nunez,330033,RB,108,412,68372
10035,Mike,Smith,110011,QB,880,393,64905
10036,Jimmy,Jones,220022,RB,927,973,63369
10037,Bob,Perez,330033,WR,516,324,42470
10038,Dave,Jameson,330033,RB,271,737,35089
10039,Mike,Perez,220022,WR,309,489,16903
10040,Billy,Jameson,220022,QB,745,672,36600
10041,Dave,Perez,220022,WR,922,627,25750
10042,Billy,Smith,220022,RB,764,271,40423
10043,Jimmy,Smith,220022,WR,554,270,65219
10044,Mike,Nunez,550055,RB,427,45,37224
10045,Bob,Nunez,440044,QB,671,852,51829
10046,Mike,Smith,440044,QB,888,228,31245
10047,Dave,Jameson,220022,QB,30,406,11080
10048,Billy,Jones,110011,WR,800,513,44614
10049,Mike,Jameson,110011,WR,91,867,26858
10050,Jimmy,Jameson,550055,RB,501,944,50124
10051,Bob,Jones,110011,RB,714,933,68539
10052,Dave,Nunez,440044,QB,204,487,39679
10053,Mike,Jameson,110011,RB,783,256,11437
10054,Billy,Jones,220022,QB,181,889,66188
10055,Mike,Nunez,220022,RB,999,761,22137
10056,Dave,Jameson,110011,WR,867,317,24739
10057,Jimmy,Smith,110011,RB,405,604,44196
10058,Billy,Jameson,330033,QB,990,843,65402
10059,Bob,Jones,220022,RB,25,431,26678
10060,Bob,Jameson,550055,RB,331,925,17467
10061,Jimmy,Jones,220022,QB,270,685,61798
10062,Jimmy,Nunez,110011,QB,102,646,12603
10063,Mike,Nunez,220022,QB,32,969,26780
10064,Billy,Nunez,330033,QB,64,294,32765
10065,Jimmy,Nunez,220022,QB,865,307,15929
10066,Jimmy,Jameson,550055,WR,677,29,55250
10067,Billy,Perez,550055,WR,556,300,62922
10068,Bob,Jones,110011,WR,378,308,20578
10069,Mike,Nunez,440044,QB,107,35,10854
10070,Bob,Nunez,330033,QB,432,819,24469
10071,Dave,Perez,220022,RB,761,349,62736
10072,Mike,Perez,220022,WR,190,990,39928
10073,Mike,Perez,330033,RB,657,44,21279
10074,Bob,Jameson,440044,WR,415,357,22858
10075,Jimmy,Perez,440044,WR,882,573,31558
10076,Billy,Smith,550055,WR,79,934,59739
10077,Billy,Smith,110011,QB,756,831,59540
10078,Dave,Perez,440044,WR,504,194,50363
10079,Dave,Perez,330033,WR,699,237,14533
